Orden;Fecha;Mesa;Atendió;Propina;Tipo de Cliente;Sucursal
1190;13/12/2014;6;Mauricio;20%;Cliente Nuevo;La Estancia
1191;31/05/2014;12;Valentina;15%;Cliente Repetido;Chapultepec
1192;10/01/2015;11;Saul;10%;Cliente Repetido;Chapultepec
1193;14/04/2014;2;Alejandro;6%;Cliente Nuevo;Chapultepec
1194;01/03/2014;10;Mariana;11%;Cliente Nuevo;La Paz
1195;15/06/2014;9;Omar;7%;Cliente Nuevo;Chapultepec
1196;21/06/2014;10;Omar;6%;Cliente Nuevo;Chapultepec
1197;04/02/2014;7;Saul;11%;Cliente Nuevo;La Estancia
1198;13/05/2014;3;Omar;5%;Cliente Nuevo;La Estancia
1199;15/09/2014;14;Valentina;6%;Cliente Nuevo;La Paz
1200;29/07/2014;16;Saul;12%;Cliente Nuevo;La Estancia
1201;23/01/2015;10;Omar;12%;Cliente Nuevo;La Estancia
1202;13/02/2014;2;Alejandro;15%;Cliente Nuevo;La Paz
1203;15/12/2014;17;Ernesto;14%;Cliente Nuevo;La Paz
1204;10/01/2015;1;Saul;11%;Cliente Nuevo;La Paz
1205;19/02/2014;16;Rodolfo;13%;Cliente Nuevo;La Paz
1206;19/10/2014;4;Rodolfo;17%;Cliente Repetido;Chapultepec
1207;16/09/2014;2;Ernesto;11%;Cliente Nuevo;La Estancia
1208;03/05/2014;6;Omar;16%;Cliente Repetido;La Paz
1209;09/05/2014;12;Omar;16%;Cliente Nuevo;La Paz
1210;03/02/2014;7;Mariana;15%;Cliente Nuevo;Chapultepec
1211;22/08/2014;8;Ernesto;15%;Cliente Nuevo;La Estancia
1212;04/05/2014;2;Ernesto;5%;Cliente Repetido;Chapultepec
1213;29/09/2014;13;Rodolfo;5%;Cliente Nuevo;Chapultepec
1214;06/12/2014;15;Mariana;9%;Cliente Nuevo;La Estancia
1215;29/06/2014;14;Ernesto;15%;Cliente Repetido;Chapultepec
1216;25/09/2014;14;Omar;16%;Cliente Nuevo;Chapultepec
1217;01/04/2014;6;Rodolfo;8%;Cliente Repetido;La Paz
1218;05/10/2014;10;Valentina;6%;Cliente Nuevo;Chapultepec
1219;17/05/2014;7;Alejandro;9%;Cliente Nuevo;La Estancia
1220;25/03/2014;9;Omar;10%;Cliente Nuevo;La Estancia
1221;16/08/2014;2;Alejandro;13%;Cliente Nuevo;La Estancia
1222;14/12/2014;3;Ernesto;8%;Cliente Nuevo;La Paz
1223;16/01/2015;9;Saul;7%;Cliente Nuevo;La Estancia
1224;17/06/2014;8;Omar;17%;Cliente Nuevo;Chapultepec
1225;06/06/2014;7;Saul;13%;Cliente Nuevo;La Paz
1226;07/09/2014;15;Rodolfo;8%;Cliente Nuevo;Chapultepec
1227;10/11/2014;12;Omar;12%;Cliente Nuevo;Chapultepec
1228;28/12/2014;16;Mariana;5%;Cliente Nuevo;Chapultepec
1229;13/11/2014;3;Alejandro;14%;Cliente Nuevo;La Paz
1230;10/06/2014;7;Ernesto;9%;Cliente Repetido;La Estancia
1231;26/10/2014;15;Joel;9%;Cliente Repetido;La Paz
1232;19/06/2014;11;Valentina;5%;Cliente Nuevo;La Paz
1233;25/06/2014;8;Valentina;10%;Cliente Nuevo;Chapultepec
1234;22/12/2014;12;Rodolfo;15%;Cliente Nuevo;Chapultepec
1235;15/04/2014;6;Joel;14%;Cliente Nuevo;Chapultepec
1236;24/04/2014;2;Mariana;9%;Cliente Nuevo;Chapultepec
1237;10/09/2014;12;Valentina;11%;Cliente Nuevo;La Estancia
1238;04/07/2014;9;Saul;16%;Cliente Nuevo;La Paz
1239;03/09/2014;8;Joel;12%;Cliente Nuevo;Chapultepec
1240;16/06/2014;8;Rodolfo;15%;Cliente Nuevo;La Estancia
1241;01/03/2014;12;Mariana;16%;Cliente Repetido;Chapultepec
1242;21/03/2014;6;Saul;15%;Cliente Repetido;La Estancia
1243;25/04/2014;10;Mariana;17%;Cliente Repetido;Chapultepec
1244;26/01/2015;17;Mariana;14%;Cliente Nuevo;La Paz
1245;02/05/2014;2;Valentina;10%;Cliente Nuevo;Chapultepec
1246;23/12/2014;5;Ernesto;14%;Cliente Nuevo;La Paz
1247;04/01/2015;5;Saul;10%;Cliente Nuevo;La Paz
1248;10/10/2014;7;Mauricio;20%;Cliente Nuevo;La Estancia
1249;29/01/2015;7;Saul;5%;Cliente Nuevo;La Paz
1250;05/03/2014;8;Rodolfo;11%;Cliente Nuevo;La Paz
1251;26/12/2014;9;Saul;10%;Cliente Nuevo;La Estancia
1252;16/12/2014;9;Alejandro;15%;Cliente Nuevo;La Paz
1253;06/07/2014;12;Rodolfo;17%;Cliente Nuevo;Chapultepec
1254;06/11/2014;8;Rodolfo;11%;Cliente Repetido;La Paz
1255;01/07/2014;16;Saul;7%;Cliente Nuevo;La Paz
1256;05/08/2014;14;Mariana;11%;Cliente Repetido;La Paz
1257;24/06/2014;13;Alejandro;16%;Cliente Repetido;La Paz
1258;24/07/2014;3;Alejandro;6%;Cliente Repetido;Chapultepec
1259;22/03/2014;1;Joel;13%;Cliente Repetido;La Estancia
1260;11/02/2014;14;Mariana;5%;Cliente Nuevo;Chapultepec
1261;25/09/2014;16;Omar;12%;Cliente Nuevo;Chapultepec
1262;25/10/2014;16;Mauricio;20%;Cliente Nuevo;La Paz
1263;30/06/2014;11;Omar;7%;Cliente Repetido;La Paz
1264;22/06/2014;16;Joel;12%;Cliente Nuevo;La Paz
1265;27/01/2015;10;Saul;15%;Cliente Nuevo;Chapultepec
1266;12/02/2014;15;Omar;6%;Cliente Repetido;La Paz
1267;03/01/2015;9;Mauricio;20%;Cliente Nuevo;Chapultepec
1268;08/09/2014;11;Rodolfo;8%;Cliente Repetido;Chapultepec
1269;12/03/2014;15;Omar;11%;Cliente Nuevo;La Paz
1270;11/06/2014;12;Mariana;6%;Cliente Nuevo;La Paz
1271;24/09/2014;3;Valentina;6%;Cliente Nuevo;Chapultepec
1272;20/04/2014;8;Omar;15%;Cliente Nuevo;La Estancia
1273;07/04/2014;9;Rodolfo;5%;Cliente Repetido;La Paz
1274;10/06/2014;15;Saul;17%;Cliente Nuevo;La Estancia
1275;26/10/2014;13;Ernesto;11%;Cliente Nuevo;La Estancia
1276;27/04/2014;11;Alejandro;12%;Cliente Repetido;La Estancia
1277;19/12/2014;15;Valentina;16%;Cliente Nuevo;La Estancia
1278;22/03/2014;17;Rodolfo;12%;Cliente Nuevo;La Paz
1279;16/11/2014;3;Rodolfo;10%;Cliente Nuevo;La Paz
1280;17/08/2014;15;Rodolfo;12%;Cliente Nuevo;La Paz
1281;16/12/2014;14;Ernesto;10%;Cliente Nuevo;La Paz
1282;10/11/2014;17;Alejandro;15%;Cliente Nuevo;La Paz
1283;25/03/2014;9;Omar;13%;Cliente Nuevo;La Paz
1284;12/08/2014;6;Alejandro;8%;Cliente Nuevo;Chapultepec
1285;26/09/2014;6;Mariana;6%;Cliente Nuevo;Chapultepec
1286;04/06/2014;15;Mariana;14%;Cliente Nuevo;Chapultepec
1287;16/12/2014;6;Ernesto;5%;Cliente Repetido;Chapultepec
1288;13/01/2015;6;Omar;12%;Cliente Nuevo;Chapultepec
1289;13/07/2014;4;Saul;6%;Cliente Nuevo;La Paz
1290;20/12/2014;8;Mariana;15%;Cliente Repetido;La Paz
1291;15/05/2014;8;Mariana;13%;Cliente Repetido;La Estancia
1292;07/01/2015;17;Joel;15%;Cliente Repetido;La Paz
1293;27/04/2014;3;Saul;14%;Cliente Nuevo;La Paz
1294;28/01/2015;10;Valentina;6%;Cliente Repetido;La Paz
1295;02/01/2015;8;Mauricio;20%;Cliente Nuevo;La Estancia
1296;28/08/2014;7;Valentina;14%;Cliente Nuevo;La Paz
1297;21/07/2014;12;Saul;15%;Cliente Nuevo;La Estancia
1298;30/03/2014;11;Omar;13%;Cliente Repetido;Chapultepec
1299;25/07/2014;10;Omar;6%;Cliente Nuevo;La Estancia
1300;12/05/2014;13;Ernesto;17%;Cliente Repetido;Chapultepec
1301;21/07/2014;14;Valentina;10%;Cliente Nuevo;La Paz
1302;29/10/2014;16;Mariana;7%;Cliente Repetido;La Paz
1303;03/02/2014;17;Alejandro;10%;Cliente Nuevo;Chapultepec
1304;11/12/2014;14;Rodolfo;11%;Cliente Nuevo;La Estancia
1305;29/05/2014;1;Alejandro;12%;Cliente Nuevo;La Paz
1306;01/08/2014;2;Mariana;10%;Cliente Nuevo;La Estancia
1307;13/01/2015;12;Ernesto;5%;Cliente Repetido;La Estancia
1308;20/08/2014;3;Rodolfo;8%;Cliente Repetido;La Paz
1309;10/12/2014;9;Ernesto;11%;Cliente Nuevo;La Paz
1310;06/03/2014;10;Alejandro;6%;Cliente Nuevo;Chapultepec
1311;27/08/2014;3;Rodolfo;11%;Cliente Nuevo;Chapultepec
1312;24/04/2014;13;Mariana;16%;Cliente Nuevo;Chapultepec
1313;21/09/2014;13;Alejandro;14%;Cliente Nuevo;La Paz
1314;06/01/2015;6;Omar;15%;Cliente Nuevo;Chapultepec
1315;05/09/2014;1;Mauricio;20%;Cliente Nuevo;Chapultepec
1316;08/02/2014;14;Ernesto;17%;Cliente Nuevo;La Estancia
1317;20/05/2014;15;Joel;15%;Cliente Repetido;La Paz
1318;31/01/2015;8;Mauricio;20%;Cliente Nuevo;La Paz
1319;20/01/2015;17;Ernesto;17%;Cliente Nuevo;La Paz
1320;02/06/2014;11;Ernesto;9%;Cliente Nuevo;La Estancia
1321;19/06/2014;10;Mariana;8%;Cliente Repetido;La Estancia
1322;09/03/2014;12;Valentina;11%;Cliente Nuevo;Chapultepec
1323;27/01/2015;2;Ernesto;11%;Cliente Nuevo;La Estancia
1324;25/04/2014;17;Alejandro;17%;Cliente Nuevo;Chapultepec
1325;13/07/2014;10;Saul;9%;Cliente Nuevo;Chapultepec
1326;30/12/2014;9;Mariana;12%;Cliente Nuevo;La Estancia
1327;30/03/2014;4;Omar;17%;Cliente Nuevo;Chapultepec
1328;16/02/2014;5;Omar;15%;Cliente Repetido;Chapultepec
1329;29/11/2014;5;Mauricio;20%;Cliente Nuevo;La Paz
1330;01/10/2014;2;Valentina;5%;Cliente Repetido;La Paz
1331;27/12/2014;6;Valentina;14%;Cliente Nuevo;La Estancia
1332;29/10/2014;11;Saul;15%;Cliente Nuevo;Chapultepec
1333;16/05/2014;17;Rodolfo;12%;Cliente Repetido;La Paz
1334;31/08/2014;10;Valentina;15%;Cliente Nuevo;La Estancia
1335;20/11/2014;16;Ernesto;11%;Cliente Repetido;La Paz
1336;19/01/2015;9;Mariana;7%;Cliente Nuevo;La Estancia
1337;08/07/2014;9;Rodolfo;13%;Cliente Nuevo;La Estancia
1338;17/01/2015;13;Joel;5%;Cliente Repetido;La Estancia
1339;05/04/2014;9;Omar;7%;Cliente Nuevo;La Estancia
1340;18/07/2014;14;Omar;13%;Cliente Nuevo;La Paz
1341;20/06/2014;14;Ernesto;9%;Cliente Nuevo;La Estancia
1342;25/04/2014;6;Joel;16%;Cliente Repetido;La Estancia
1343;23/12/2014;16;Omar;10%;Cliente Repetido;La Estancia
1344;18/12/2014;7;Alejandro;6%;Cliente Nuevo;La Estancia
1345;27/03/2014;1;Saul;6%;Cliente Repetido;Chapultepec
1346;01/07/2014;17;Mariana;8%;Cliente Nuevo;Chapultepec
1347;16/09/2014;5;Mariana;13%;Cliente Repetido;La Estancia
1348;02/02/2014;3;Alejandro;15%;Cliente Nuevo;La Paz
1349;02/09/2014;10;Joel;17%;Cliente Nuevo;La Estancia
1350;14/02/2014;2;Joel;16%;Cliente Nuevo;Chapultepec
1351;20/07/2014;8;Alejandro;12%;Cliente Nuevo;Chapultepec
1352;13/04/2014;7;Rodolfo;8%;Cliente Repetido;Chapultepec
1353;30/03/2014;17;Alejandro;7%;Cliente Nuevo;La Estancia
1354;05/06/2014;9;Rodolfo;10%;Cliente Nuevo;La Estancia
1355;26/05/2014;6;Joel;9%;Cliente Nuevo;La Paz
1356;12/05/2014;14;Rodolfo;7%;Cliente Repetido;La Estancia
1357;19/04/2014;1;Omar;14%;Cliente Repetido;La Paz
1358;08/09/2014;10;Valentina;13%;Cliente Nuevo;La Paz
1359;15/06/2014;14;Joel;14%;Cliente Nuevo;La Estancia
1360;01/03/2014;14;Alejandro;15%;Cliente Nuevo;Chapultepec
1361;19/06/2014;2;Omar;8%;Cliente Nuevo;La Paz
1362;26/01/2015;11;Valentina;11%;Cliente Nuevo;Chapultepec
1363;13/06/2014;8;Joel;16%;Cliente Repetido;Chapultepec
1364;17/11/2014;15;Alejandro;12%;Cliente Repetido;Chapultepec
1365;03/06/2014;4;Saul;6%;Cliente Repetido;La Paz
1366;13/02/2014;3;Ernesto;14%;Cliente Repetido;La Paz
1367;28/08/2014;9;Rodolfo;12%;Cliente Nuevo;Chapultepec
1368;25/04/2014;17;Omar;8%;Cliente Repetido;Chapultepec
1369;24/03/2014;15;Joel;16%;Cliente Repetido;La Paz
1370;22/02/2014;3;Rodolfo;7%;Cliente Repetido;La Paz
1371;10/06/2014;12;Ernesto;14%;Cliente Repetido;La Paz
1372;06/11/2014;15;Ernesto;10%;Cliente Nuevo;La Paz
1373;02/08/2014;16;Ernesto;7%;Cliente Nuevo;Chapultepec
1374;07/06/2014;2;Joel;10%;Cliente Nuevo;Chapultepec
1375;08/12/2014;6;Saul;14%;Cliente Repetido;Chapultepec
1376;17/12/2014;11;Joel;15%;Cliente Nuevo;Chapultepec
1377;28/11/2014;16;Omar;15%;Cliente Nuevo;Chapultepec
1378;28/03/2014;7;Mariana;9%;Cliente Nuevo;La Paz
1379;21/11/2014;6;Saul;17%;Cliente Nuevo;Chapultepec
1380;25/11/2014;2;Mariana;13%;Cliente Nuevo;La Paz
1381;22/11/2014;9;Saul;7%;Cliente Nuevo;Chapultepec
1382;25/11/2014;11;Omar;12%;Cliente Repetido;La Estancia
1383;24/02/2014;5;Rodolfo;14%;Cliente Nuevo;La Estancia
1384;04/11/2014;4;Rodolfo;10%;Cliente Nuevo;La Paz
1385;15/12/2014;10;Joel;17%;Cliente Repetido;Chapultepec
1386;13/10/2014;11;Omar;6%;Cliente Nuevo;La Estancia
1387;20/10/2014;15;Joel;7%;Cliente Nuevo;La Estancia
1388;08/09/2014;5;Mariana;8%;Cliente Repetido;La Paz
1389;21/03/2014;9;Mariana;10%;Cliente Repetido;La Paz
1390;14/10/2014;6;Joel;15%;Cliente Nuevo;La Estancia
1391;12/03/2014;1;Valentina;5%;Cliente Nuevo;La Estancia
1392;08/09/2014;8;Alejandro;8%;Cliente Nuevo;La Paz
1393;31/07/2014;12;Omar;15%;Cliente Nuevo;La Paz
1394;22/05/2014;2;Ernesto;7%;Cliente Nuevo;La Paz
1395;05/01/2015;6;Joel;11%;Cliente Nuevo;La Paz
1396;04/12/2014;4;Rodolfo;11%;Cliente Nuevo;Chapultepec
1397;15/03/2014;8;Omar;8%;Cliente Nuevo;Chapultepec
1398;12/07/2014;7;Saul;16%;Cliente Nuevo;La Estancia
1399;30/10/2014;6;Valentina;6%;Cliente Nuevo;La Paz
1400;20/10/2014;12;Valentina;12%;Cliente Nuevo;Chapultepec
1401;08/01/2015;16;Saul;13%;Cliente Nuevo;La Estancia
1402;07/06/2014;4;Omar;16%;Cliente Repetido;La Estancia
1403;24/09/2014;14;Mariana;8%;Cliente Nuevo;La Paz
1404;12/03/2014;15;Rodolfo;13%;Cliente Repetido;La Paz
1405;12/09/2014;8;Mauricio;20%;Cliente Nuevo;Chapultepec
1406;22/06/2014;8;Ernesto;13%;Cliente Nuevo;La Estancia
1407;25/03/2014;3;Joel;11%;Cliente Repetido;Chapultepec
1408;22/02/2014;13;Omar;11%;Cliente Nuevo;La Estancia
1409;11/08/2014;16;Saul;16%;Cliente Nuevo;La Estancia
1410;19/12/2014;11;Joel;16%;Cliente Nuevo;La Estancia
1411;26/07/2014;1;Joel;15%;Cliente Repetido;Chapultepec
1412;04/06/2014;11;Saul;13%;Cliente Nuevo;Chapultepec
1413;24/11/2014;10;Mariana;5%;Cliente Nuevo;La Estancia
1414;25/09/2014;11;Rodolfo;6%;Cliente Nuevo;La Paz
1415;19/09/2014;3;Joel;8%;Cliente Nuevo;La Paz
1416;13/06/2014;10;Joel;14%;Cliente Nuevo;La Estancia
1417;05/07/2014;3;Rodolfo;13%;Cliente Nuevo;La Paz
1418;18/10/2014;13;Ernesto;15%;Cliente Nuevo;La Estancia
1419;25/10/2014;5;Ernesto;7%;Cliente Nuevo;Chapultepec
1420;29/08/2014;15;Saul;11%;Cliente Nuevo;La Paz
1421;03/04/2014;3;Alejandro;12%;Cliente Nuevo;La Paz
1422;01/08/2014;14;Saul;6%;Cliente Repetido;La Estancia
1423;23/10/2014;14;Joel;10%;Cliente Nuevo;La Paz
1424;02/09/2014;15;Mariana;12%;Cliente Nuevo;La Estancia
1425;08/01/2015;1;Omar;12%;Cliente Nuevo;La Paz
1426;01/03/2014;1;Omar;8%;Cliente Nuevo;La Estancia
1427;12/05/2014;14;Rodolfo;13%;Cliente Nuevo;La Paz
1428;09/01/2015;1;Mauricio;20%;Cliente Nuevo;La Estancia
1429;30/12/2014;13;Mariana;16%;Cliente Nuevo;La Paz
1430;03/02/2014;2;Valentina;15%;Cliente Nuevo;Chapultepec
1431;01/05/2014;15;Joel;8%;Cliente Nuevo;Chapultepec
1432;27/09/2014;9;Saul;13%;Cliente Repetido;La Estancia
1433;09/10/2014;15;Valentina;10%;Cliente Repetido;Chapultepec
1434;02/02/2014;3;Joel;8%;Cliente Repetido;La Paz
1435;06/01/2015;8;Valentina;10%;Cliente Nuevo;La Estancia
1436;25/12/2014;17;Omar;16%;Cliente Nuevo;La Estancia
1437;17/01/2015;10;Rodolfo;9%;Cliente Nuevo;Chapultepec
1438;11/03/2014;11;Rodolfo;12%;Cliente Nuevo;La Estancia
1439;16/03/2014;17;Saul;13%;Cliente Nuevo;Chapultepec
1440;25/10/2014;6;Mauricio;20%;Cliente Nuevo;Chapultepec
1441;13/03/2014;3;Rodolfo;10%;Cliente Nuevo;La Paz
1442;10/03/2014;16;Valentina;13%;Cliente Nuevo;La Estancia
1443;08/01/2015;4;Mariana;10%;Cliente Nuevo;La Estancia
1444;31/03/2014;8;Saul;16%;Cliente Nuevo;La Estancia
1445;18/11/2014;1;Alejandro;7%;Cliente Repetido;La Estancia
1446;30/07/2014;2;Saul;16%;Cliente Nuevo;Chapultepec
1447;15/09/2014;5;Saul;10%;Cliente Repetido;Chapultepec
1448;22/01/2015;12;Mariana;12%;Cliente Repetido;La Paz
1449;04/02/2014;9;Ernesto;17%;Cliente Nuevo;La Estancia
1450;28/04/2014;7;Rodolfo;13%;Cliente Repetido;La Estancia
1451;27/09/2014;1;Mauricio;20%;Cliente Nuevo;La Estancia
1452;27/02/2014;7;Omar;16%;Cliente Repetido;Chapultepec
1453;02/02/2014;8;Omar;15%;Cliente Nuevo;La Estancia
1454;14/02/2014;11;Alejandro;10%;Cliente Nuevo;Chapultepec
1455;21/12/2014;13;Alejandro;13%;Cliente Repetido;La Paz
1456;15/10/2014;13;Alejandro;10%;Cliente Nuevo;La Estancia
1457;30/09/2014;6;Rodolfo;10%;Cliente Nuevo;La Paz
1458;08/08/2014;16;Joel;10%;Cliente Nuevo;La Estancia
1459;27/09/2014;2;Mauricio;20%;Cliente Nuevo;La Estancia
1460;09/11/2014;13;Valentina;6%;Cliente Nuevo;La Paz
1461;12/04/2014;2;Ernesto;17%;Cliente Nuevo;La Paz
1462;28/07/2014;2;Saul;15%;Cliente Nuevo;La Paz
1463;09/11/2014;12;Rodolfo;8%;Cliente Nuevo;La Estancia
1464;10/07/2014;7;Mariana;12%;Cliente Nuevo;Chapultepec
1465;09/03/2014;17;Omar;17%;Cliente Nuevo;La Estancia
1466;11/04/2014;11;Saul;13%;Cliente Nuevo;La Estancia
1467;07/03/2014;11;Alejandro;5%;Cliente Nuevo;La Paz
1468;03/07/2014;7;Joel;13%;Cliente Nuevo;Chapultepec
1469;14/02/2014;10;Joel;12%;Cliente Nuevo;La Paz
1470;21/04/2014;11;Ernesto;15%;Cliente Repetido;La Paz
1471;28/11/2014;8;Mauricio;20%;Cliente Nuevo;Chapultepec
1472;19/02/2014;12;Omar;16%;Cliente Repetido;La Paz
1473;22/10/2014;16;Saul;16%;Cliente Nuevo;La Paz
1474;12/09/2014;11;Mauricio;20%;Cliente Nuevo;La Estancia
1475;02/06/2014;14;Joel;6%;Cliente Nuevo;Chapultepec
1476;12/01/2015;10;Mariana;17%;Cliente Nuevo;La Paz
1477;03/02/2014;2;Rodolfo;11%;Cliente Nuevo;La Paz
1478;08/07/2014;7;Ernesto;9%;Cliente Repetido;La Estancia
1479;01/03/2014;16;Valentina;6%;Cliente Nuevo;La Paz
1480;10/11/2014;15;Alejandro;6%;Cliente Repetido;La Estancia
1481;30/01/2015;1;Mauricio;20%;Cliente Nuevo;Chapultepec
1482;11/05/2014;11;Rodolfo;7%;Cliente Nuevo;La Estancia
1483;09/08/2014;13;Saul;9%;Cliente Repetido;Chapultepec
1484;18/09/2014;14;Rodolfo;8%;Cliente Nuevo;La Paz
1485;09/04/2014;7;Rodolfo;8%;Cliente Repetido;La Paz
1486;21/02/2014;5;Ernesto;15%;Cliente Repetido;La Estancia
1487;22/10/2014;10;Joel;12%;Cliente Nuevo;La Estancia
1488;14/11/2014;5;Mauricio;20%;Cliente Nuevo;La Paz
1489;27/10/2014;2;Joel;11%;Cliente Nuevo;La Estancia
1490;08/08/2014;1;Valentina;6%;Cliente Nuevo;Chapultepec
1491;13/03/2014;14;Alejandro;16%;Cliente Repetido;La Paz
1492;23/01/2015;3;Mauricio;20%;Cliente Nuevo;La Paz
1493;03/02/2014;8;Saul;16%;Cliente Nuevo;La Estancia
1494;05/04/2014;15;Joel;9%;Cliente Nuevo;Chapultepec
1495;20/11/2014;3;Joel;10%;Cliente Repetido;Chapultepec
1496;30/08/2014;5;Joel;5%;Cliente Nuevo;La Paz
1497;06/02/2014;3;Alejandro;5%;Cliente Repetido;La Paz
1498;12/02/2014;13;Joel;7%;Cliente Nuevo;La Paz
1499;30/08/2014;11;Mariana;10%;Cliente Nuevo;La Estancia
1500;18/08/2014;10;Saul;6%;Cliente Nuevo;La Estancia
1501;10/01/2015;5;Mauricio;20%;Cliente Nuevo;La Estancia
1502;20/04/2014;14;Mariana;9%;Cliente Repetido;La Paz
1503;14/12/2014;10;Alejandro;9%;Cliente Nuevo;La Paz
1504;11/07/2014;15;Omar;6%;Cliente Repetido;Chapultepec
1505;31/03/2014;3;Rodolfo;16%;Cliente Nuevo;Chapultepec
1506;15/03/2014;1;Omar;14%;Cliente Nuevo;La Estancia
1507;14/03/2014;8;Joel;13%;Cliente Nuevo;La Paz
1508;05/01/2015;13;Omar;17%;Cliente Repetido;La Paz
1509;21/06/2014;2;Saul;5%;Cliente Nuevo;Chapultepec
1510;18/05/2014;8;Rodolfo;7%;Cliente Nuevo;La Estancia
1511;22/09/2014;10;Joel;13%;Cliente Nuevo;La Estancia
1512;27/05/2014;15;Ernesto;6%;Cliente Nuevo;La Paz
1513;23/01/2015;12;Mauricio;20%;Cliente Nuevo;La Estancia
1514;01/09/2014;2;Ernesto;13%;Cliente Repetido;La Paz
1515;12/11/2014;14;Rodolfo;5%;Cliente Nuevo;La Estancia
1516;27/03/2014;9;Ernesto;9%;Cliente Nuevo;La Estancia
1517;08/06/2014;12;Valentina;17%;Cliente Nuevo;La Estancia
1518;20/01/2015;3;Rodolfo;9%;Cliente Nuevo;La Estancia
1519;20/12/2014;13;Mauricio;20%;Cliente Nuevo;Chapultepec
1520;28/08/2014;4;Saul;5%;Cliente Nuevo;La Paz
1521;19/01/2015;2;Valentina;12%;Cliente Nuevo;La Paz
1522;20/10/2014;11;Joel;17%;Cliente Nuevo;La Estancia
1523;10/09/2014;6;Alejandro;12%;Cliente Nuevo;La Paz
1524;08/01/2015;5;Mariana;13%;Cliente Nuevo;Chapultepec
1525;24/04/2014;4;Ernesto;12%;Cliente Repetido;La Paz
1526;15/12/2014;3;Omar;17%;Cliente Nuevo;Chapultepec
1527;07/01/2015;6;Valentina;11%;Cliente Repetido;La Estancia
1528;19/06/2014;1;Rodolfo;12%;Cliente Nuevo;Chapultepec
1529;29/01/2015;2;Valentina;10%;Cliente Nuevo;La Paz
1530;21/12/2014;2;Saul;8%;Cliente Nuevo;La Estancia
1531;21/10/2014;8;Ernesto;5%;Cliente Repetido;La Paz
1532;18/05/2014;9;Omar;8%;Cliente Nuevo;La Paz
1533;10/02/2014;1;Joel;12%;Cliente Nuevo;Chapultepec
1534;15/06/2014;7;Ernesto;12%;Cliente Nuevo;Chapultepec
1535;25/11/2014;2;Alejandro;5%;Cliente Repetido;La Estancia
1536;29/01/2015;1;Saul;10%;Cliente Repetido;Chapultepec
1537;06/10/2014;13;Alejandro;9%;Cliente Repetido;Chapultepec
1538;01/11/2014;8;Mauricio;20%;Cliente Nuevo;Chapultepec
1539;24/07/2014;9;Valentina;17%;Cliente Nuevo;La Estancia
1540;18/03/2014;7;Rodolfo;12%;Cliente Repetido;Chapultepec
1541;21/03/2014;11;Mariana;12%;Cliente Nuevo;La Estancia
1542;13/08/2014;9;Saul;13%;Cliente Nuevo;Chapultepec
1543;04/01/2015;5;Alejandro;8%;Cliente Nuevo;La Paz
1544;19/12/2014;10;Mauricio;20%;Cliente Nuevo;La Paz
1545;19/10/2014;9;Ernesto;7%;Cliente Nuevo;Chapultepec
1546;23/03/2014;1;Ernesto;15%;Cliente Repetido;La Paz
1547;10/03/2014;5;Valentina;13%;Cliente Repetido;La Estancia
1548;23/12/2014;4;Omar;7%;Cliente Nuevo;La Estancia
1549;25/10/2014;10;Mauricio;20%;Cliente Nuevo;La Estancia
1550;23/06/2014;5;Mariana;5%;Cliente Nuevo;Chapultepec
1551;10/08/2014;14;Valentina;5%;Cliente Nuevo;La Paz
1552;19/03/2014;7;Ernesto;12%;Cliente Nuevo;Chapultepec
1553;04/11/2014;16;Omar;6%;Cliente Nuevo;La Estancia
1554;21/07/2014;6;Mariana;7%;Cliente Repetido;La Estancia
1555;12/08/2014;6;Joel;8%;Cliente Nuevo;Chapultepec
1556;02/12/2014;12;Rodolfo;12%;Cliente Repetido;La Paz
1557;04/09/2014;12;Mariana;15%;Cliente Nuevo;La Estancia
1558;24/09/2014;15;Alejandro;16%;Cliente Nuevo;Chapultepec
1559;21/11/2014;3;Mauricio;20%;Cliente Nuevo;La Estancia
1560;08/03/2014;17;Ernesto;8%;Cliente Nuevo;La Estancia
1561;15/05/2014;15;Alejandro;13%;Cliente Nuevo;La Estancia
1562;11/11/2014;5;Alejandro;7%;Cliente Nuevo;Chapultepec
1563;11/02/2014;17;Mariana;14%;Cliente Nuevo;Chapultepec
1564;17/10/2014;17;Mauricio;20%;Cliente Nuevo;La Paz
1565;18/04/2014;9;Rodolfo;6%;Cliente Repetido;La Paz
1566;21/03/2014;2;Saul;5%;Cliente Nuevo;La Paz
1567;07/02/2014;4;Joel;11%;Cliente Nuevo;La Estancia
1568;12/04/2014;4;Mariana;8%;Cliente Nuevo;Chapultepec
1569;12/03/2014;5;Omar;5%;Cliente Nuevo;Chapultepec
1570;23/02/2014;17;Valentina;15%;Cliente Nuevo;Chapultepec
1571;07/09/2014;13;Joel;14%;Cliente Repetido;Chapultepec
1572;19/12/2014;17;Mauricio;20%;Cliente Nuevo;La Paz
1573;24/08/2014;3;Valentina;5%;Cliente Nuevo;La Paz
1574;06/05/2014;11;Omar;13%;Cliente Nuevo;Chapultepec
1575;02/06/2014;13;Joel;14%;Cliente Nuevo;Chapultepec
1576;14/11/2014;3;Mauricio;20%;Cliente Nuevo;La Paz
1577;22/02/2014;16;Valentina;12%;Cliente Nuevo;Chapultepec
1578;16/03/2014;10;Omar;6%;Cliente Nuevo;Chapultepec
